"UnitID"	"Experiment ID"	"Bucket ID"	"Experiment State"	"Download Date"	"Experiment Start Time"	"Experiment End Time"	"Image"	"Title"	"Description"	"CTR"	"Clicks"	"Impressions"	"MAB Link"	"Winning Variant"
"0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"1672659"	"6013571"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:20:06 PM EDT"	"7/6/2025, 2:19:56 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/18e54e20-58f8-11f0-aefb-c6ab5bc538ac"	"Calgary Stampede, Osheaga and more: A doctor's tips on heat safety, hydration and substance control for summer festivals in Canada"	""	"0.021164021164021163"	"4"	"189"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"false"
"0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"1672659"	"6013575"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:20:06 PM EDT"	"7/6/2025, 2:19:56 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/ff8d92c0-58f7-11f0-af7f-e589eeb85a73"	"Summer festivals are full of fun, but also dehydration and heat-related health issues: How a doctor says you can stay healthy"	""	"0.03002309468822171"	"13"	"433"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"false"
"0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"1672659"	"6013574"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:20:06 PM EDT"	"7/6/2025, 2:19:56 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2024-07/ffbdccf0-3fa4-11ef-8f3f-a0ee5700a1d7"	"Dehydration and heat-related health problems are 'related, but not identical,' a Canadian doctor says: What to know"	""	"0.009523809523809525"	"1"	"105"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"false"
"0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"1672659"	"6013573"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:20:06 PM EDT"	"7/6/2025, 2:19:56 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/f633a590-58ff-11f0-bfdf-aff385fca2cb"	"A Canadian doctor's best tips on staying hydrated and avoiding heat-related health issues this festival season"	""	"0.02608695652173913"	"9"	"345"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"false"
"0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"1672659"	"6013572"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:20:06 PM EDT"	"7/6/2025, 2:19:56 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/ff8d92c0-58f7-11f0-af7f-e589eeb85a73"	"With festivals like the Calgary Stampede and Osheaga, how do you stay hydrated and safe in the summer heat?"	""	"0.02185792349726776"	"4"	"183"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"false"
"0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"1672659"	"6013577"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:20:06 PM EDT"	"7/6/2025, 2:19:56 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/ff8d92c0-58f7-11f0-af7f-e589eeb85a73"	"Calgary Stampede: Best tips from a doctor on staying hydrated and avoiding heat-related health problems"	""	"0.03170028818443804"	"11"	"347"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"false"
"0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"1672659"	"6013576"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:20:06 PM EDT"	"7/6/2025, 2:19:56 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/ff8d92c0-58f7-11f0-af7f-e589eeb85a73"	"Heat-related health problems can 'sneak up on people,' a Canadian doctor says: What to know for the Calgary Stampede"	""	"0.03300970873786408"	"17"	"515"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/0e4a23e5-2c1f-4b5a-9c60-e5d7b2c89216"	"true"
"7423fe38-14b6-3f7f-89c6-6e66db8680c0"	"1672653"	"6013526"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:10:31 PM EDT"	"7/6/2025, 8:10:30 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/c8dc1dc0-58e1-11f0-a7f3-6d3d0609f243"	"Trump defends use of offensive term in remarks promoting mega-bill"	""	"0.059498956158663886"	"57"	"958"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/7423fe38-14b6-3f7f-89c6-6e66db8680c0"	"false"
"7423fe38-14b6-3f7f-89c6-6e66db8680c0"	"1672653"	"6013525"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:10:31 PM EDT"	"7/6/2025, 8:10:30 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/c8dc1dc0-58e1-11f0-a7f3-6d3d0609f243"	"Trump said he didn't know offensive term he used in speech is considered antisemitic"	""	"0.08935622947352975"	"20705"	"231713"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/7423fe38-14b6-3f7f-89c6-6e66db8680c0"	"true"
"395f0ea3-7f21-32ae-87cf-26f17b122f73"	"1672652"	"6013519"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:09:25 PM EDT"	"7/6/2025, 8:09:24 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/e1ba1810-589b-11f0-99ff-2b5a01491e20"	"Wimbledon sightings: Beckham, Grohl and Blanchett show up in the royal box"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/395f0ea3-7f21-32ae-87cf-26f17b122f73"	"true"
"395f0ea3-7f21-32ae-87cf-26f17b122f73"	"1672652"	"6013520"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:09:25 PM EDT"	"7/6/2025, 8:09:24 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/e1ba1810-589b-11f0-99ff-2b5a01491e20"	"The stars are out at Wimbledon. See who's been spotted so far."	""	""	""	"1"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/395f0ea3-7f21-32ae-87cf-26f17b122f73"	"false"
"395f0ea3-7f21-32ae-87cf-26f17b122f73"	"1672652"	"6013524"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:09:25 PM EDT"	"7/6/2025, 8:09:24 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/24f2d850-589d-11f0-bfbb-85e9d421e947"	"The stars are out at Wimbledon. See who's been spotted so far."	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/395f0ea3-7f21-32ae-87cf-26f17b122f73"	"false"
"395f0ea3-7f21-32ae-87cf-26f17b122f73"	"1672652"	"6013523"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:09:25 PM EDT"	"7/6/2025, 8:09:24 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/13b8ca80-589e-11f0-bffe-40a38c667416"	"The stars are out at Wimbledon. See who's been spotted so far."	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/395f0ea3-7f21-32ae-87cf-26f17b122f73"	"false"
"395f0ea3-7f21-32ae-87cf-26f17b122f73"	"1672652"	"6013522"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:09:25 PM EDT"	"7/6/2025, 8:09:24 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/4c673640-58db-11f0-8bed-817c3d3ba342"	"The stars are out at Wimbledon. See who's been spotted so far."	""	""	""	"1"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/395f0ea3-7f21-32ae-87cf-26f17b122f73"	"false"
"395f0ea3-7f21-32ae-87cf-26f17b122f73"	"1672652"	"6013521"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 2:09:25 PM EDT"	"7/6/2025, 8:09:24 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/58735180-58db-11f0-af3e-5fe9f08c2ede"	"Wimbledon sightings: Rodrigo, Isaacs and Crowe show up in the royal box"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/395f0ea3-7f21-32ae-87cf-26f17b122f73"	"false"
"6d2856e5-80b2-3831-ab32-8dba482e6e80"	"1672645"	"6013494"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:59:04 PM EDT"	"7/6/2025, 7:59:02 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/60c91bb0-5900-11f0-bdef-ad5b61126629"	"Some fear government data on the economy is losing integrity. What that could mean."	""	"0.016233766233766232"	"5"	"308"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/6d2856e5-80b2-3831-ab32-8dba482e6e80"	"true"
"6d2856e5-80b2-3831-ab32-8dba482e6e80"	"1672645"	"6013493"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:59:04 PM EDT"	"7/6/2025, 7:59:02 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/60c91bb0-5900-11f0-bdef-ad5b61126629"	"Policymakers grow anxious about the integrity of government data on the U.S. economy"	""	"0.048069751749121"	"8121"	"168942"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/6d2856e5-80b2-3831-ab32-8dba482e6e80"	"false"
"6d2856e5-80b2-3831-ab32-8dba482e6e80"	"1672645"	"6013492"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:59:04 PM EDT"	"7/6/2025, 7:59:02 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/60c91bb0-5900-11f0-bdef-ad5b61126629"	"Why some fear government data on the U.S. economy is losing integrity"	""	"0.02386117136659436"	"11"	"461"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/6d2856e5-80b2-3831-ab32-8dba482e6e80"	"false"
"6d2856e5-80b2-3831-ab32-8dba482e6e80"	"1672645"	"6013491"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:59:04 PM EDT"	"7/6/2025, 7:59:02 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/9a1409a0-58fd-11f0-adf4-d49ed7902949"	"Some fear government data on the economy is losing integrity. What that could mean."	""	"0.07203389830508475"	"17"	"236"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/6d2856e5-80b2-3831-ab32-8dba482e6e80"	"true"
"6d2856e5-80b2-3831-ab32-8dba482e6e80"	"1672645"	"6013489"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:59:04 PM EDT"	"7/6/2025, 7:59:02 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/9a1409a0-58fd-11f0-adf4-d49ed7902949"	"Why some fear government data on the U.S. economy is losing integrity"	""	"0.031945788964181994"	"66"	"2066"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/6d2856e5-80b2-3831-ab32-8dba482e6e80"	"false"
"6d2856e5-80b2-3831-ab32-8dba482e6e80"	"1672645"	"6013490"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:59:04 PM EDT"	"7/6/2025, 7:59:02 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/9a1409a0-58fd-11f0-adf4-d49ed7902949"	"Policymakers grow anxious about the integrity of government data on the U.S. economy"	""	"0.04803625377643504"	"159"	"3310"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/6d2856e5-80b2-3831-ab32-8dba482e6e80"	"false"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013419"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-05/b2001a40-2b4e-11f0-a655-b3e51f00d90a"	"This electric scrubber is a 'game-changer for deep cleaning' — and it's 88% off on Amazon Canada"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"true"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013421"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-05/b2001a40-2b4e-11f0-a655-b3e51f00d90a"	"More than 3,000 Amazon shoppers bought this 'powerful' electric scrubber last month — and it's 88% off right now"	""	""	""	"1"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"false"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013420"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-05/b2001a40-2b4e-11f0-a655-b3e51f00d90a"	"Save 88% on this electric spin scrubber on Amazon — that's $350!"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"false"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013425"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/4e074520-58f0-11f0-9ffb-2bbdb10e1bad"	"Early Prime Day deal: Save 88% on an electric spin scrubber — it 'cuts cleaning time in half'"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"false"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013424"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/4e074520-58f0-11f0-9ffb-2bbdb10e1bad"	"This electric spin scrubber 'cuts cleaning time in half' — and it's 88% off right now"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"false"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013423"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-05/b2001a40-2b4e-11f0-a655-b3e51f00d90a"	"Save $350 on a 'super convenient' electric spin scrubber on Amazon Canada"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"false"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013422"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-05/b2001a40-2b4e-11f0-a655-b3e51f00d90a"	"Amazon reviewers say this spin scrubber 'truly saves' their back and knees — and it's 88% off right now"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"false"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013428"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-05/b2001a40-2b4e-11f0-a655-b3e51f00d90a"	"This 'game-changer' spin scrubber is on sale for 88% off (seriously!) ahead of Amazon Prime Day 2025"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"false"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013427"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-05/b2001a40-2b4e-11f0-a655-b3e51f00d90a"	"This electric scrubber is a 'game-changer for deep cleaning' your house — and it's 88% off ahead of Prime Day"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"false"
"651fcf3e-2bea-4065-b00d-3c31d2b88553"	"1672629"	"6013426"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:34:51 PM EDT"	"7/6/2025, 1:32:17 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/4e074520-58f0-11f0-9ffb-2bbdb10e1bad"	"This electric scrubber is a 'game-changer for deep cleaning' your house — and it's 88% off on Amazon Canada"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/651fcf3e-2bea-4065-b00d-3c31d2b88553"	"false"
"1ee6a1df-d75f-3135-ab71-d79335d12b55"	"1672624"	"6013403"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:29:24 PM EDT"	"7/6/2025, 7:29:23 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/3b3f2e30-58fa-11f0-b6fe-9e65618bb5ce"	"Decades after Bob Ross's sudden death, a look at the legal fight over his legacy"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/1ee6a1df-d75f-3135-ab71-d79335d12b55"	"true"
"1ee6a1df-d75f-3135-ab71-d79335d12b55"	"1672624"	"6013405"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:29:24 PM EDT"	"7/6/2025, 7:29:23 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/39f3c270-58fa-11f0-bfbf-42705cd5020d"	"Bob Ross's death 30 years on: Look back at the battle over his legacy "	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/1ee6a1df-d75f-3135-ab71-d79335d12b55"	"false"
"1ee6a1df-d75f-3135-ab71-d79335d12b55"	"1672624"	"6013404"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 1:29:24 PM EDT"	"7/6/2025, 7:29:23 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/389ee0d0-58fa-11f0-8fea-48f8f6bda2b1"	"Bob Ross's legacy endures 30 years on — but his family's say in it didn't"	""	""	""	"3"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/1ee6a1df-d75f-3135-ab71-d79335d12b55"	"false"
"5fc08fe7-8691-3594-bcc6-993e11f80faa"	"1672579"	"6013197"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 12:42:48 PM EDT"	"7/6/2025, 6:42:47 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/1a5392e0-58f2-11f0-99ba-645830f23708"	"For 'Jaws' fans, there is no bigger island than Martha's Vineyard"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/5fc08fe7-8691-3594-bcc6-993e11f80faa"	"true"
"5fc08fe7-8691-3594-bcc6-993e11f80faa"	"1672579"	"6013201"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 12:42:48 PM EDT"	"7/6/2025, 6:42:47 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/1a5392e0-58f2-11f0-99ba-645830f23708"	"'Jaws' fans flock to Martha's Vineyard to see how little has changed since the film"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/5fc08fe7-8691-3594-bcc6-993e11f80faa"	"false"
"5fc08fe7-8691-3594-bcc6-993e11f80faa"	"1672579"	"6013200"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 12:42:48 PM EDT"	"7/6/2025, 6:42:47 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/1a5392e0-58f2-11f0-99ba-645830f23708"	"The 'set-jetting' fans of 'Jaws' flocking to Martha's Vineyard"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/5fc08fe7-8691-3594-bcc6-993e11f80faa"	"false"
"5fc08fe7-8691-3594-bcc6-993e11f80faa"	"1672579"	"6013199"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 12:42:48 PM EDT"	"7/6/2025, 6:42:47 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/1a5392e0-58f2-11f0-99ba-645830f23708"	"'Jaws' fans flock to Martha's Vineyard to find an island where time has stood still"	""	""	""	""	"https://mab-ext-aws.data.yahoo.com/mab/analytics/5fc08fe7-8691-3594-bcc6-993e11f80faa"	"false"
"5fc08fe7-8691-3594-bcc6-993e11f80faa"	"1672579"	"6013198"	"COMPLETED"	"7/6/2025, 11:50:13 PM"	"7/4/2025, 12:42:48 PM EDT"	"7/6/2025, 6:42:47 PM EDT"	"https://s.yimg.com/os/creatr-uploaded-images/2025-07/1a5392e0-58f2-11f0-99ba-645830f23708"	"How 'Jaws' changed Martha's Vineyard forever"	""	""	""	"5"	"https://mab-ext-aws.data.yahoo.com/mab/analytics/5fc08fe7-8691-3594-bcc6-993e11f80faa"	"false"
